country_name,country_code,indicator_name,indicator_code,value,year
Tajikistan,TJK,"Population, male",SP.POP.TOTL.MA.IN,4388876.0,2016
East Asia & Pacific,EAS,"Population, ages 0-14, female",SP.POP.0014.FE.IN,216493822.0,2016
Europe & Central Asia,ECS,"Population, ages 15-64, total",SP.POP.1564.TO,603349521.0,2016
Lower middle income,LMC,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,50.7,2016
Lower middle income,LMC,"Population, ages 15-64, female",SP.POP.1564.FE.IN,944955925.0,2016
Middle East & North Africa (excluding high income),MNA,"Population, ages 0-14, female",SP.POP.0014.FE.IN,57066735.0,2016
Middle income,MIC,"Population, total",SP.POP.TOTL,5592833481.0,2016
Turkmenistan,TKM,"Population of the official entrance age to primary education, both sexes (number)",UIS.SAP.1.G1,99844.0,2016
Turkmenistan,TKM,"Population, male",SP.POP.TOTL.MA.IN,2788175.0,2016
Uzbekistan,UZB,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1093594.0,2016
Uzbekistan,UZB,"Population of the official entrance age to primary education, male (number)",UIS.SAP.1.G1.M,289849.0,2016
Uzbekistan,UZB,"Rate of out-of-school adolescents of lower secondary school age, both sexes (%)",UIS.ROFST.2,2.50524997711182,2016
Uzbekistan,UZB,"Rate of out-of-school children of primary school age, both sexes (%)",UIS.ROFST.1,2.87362003326416,2016
Uzbekistan,UZB,"Teachers in tertiary education programmes, female (number)",SE.TER.TCHR.FE,10569.0,2016
Vanuatu,VUT,Theoretical duration of post-secondary non-tertiary education (years),UIS.THDUR.4.A.GPV,1.0,2016
Grenada,GRD,Official entrance age to pre-primary education (years),UIS.THAGE.0,3.0,2016
Guinea,GIN,Population growth (annual %),SP.POP.GROW,2.48622533008731,2016
"Micronesia, Fed. Sts.",FSM,"Population, ages 15-64, female",SP.POP.1564.FE.IN,31583.0,2016
Montenegro,MNE,Official entrance age to primary education (years),SE.PRM.AGES,6.0,2016
Equatorial Guinea,GNQ,"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN,35005.0,2016
Eritrea,ERI,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,4.0,2016
Fiji,FJI,"Population, ages 0-14, female",SP.POP.0014.FE.IN,124511.0,2016
Vietnam,VNM,GDP at market prices (constant 2005 US$),NY.GDP.MKTP.KD,164104855205.203,2016
West Bank and Gaza,PSE,"Elderly literacy rate, population 65+ years, both sexes (%)",UIS.LR.AG65,63.93363,2016
West Bank and Gaza,PSE,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,6356.0,2016
Zimbabwe,ZWE,"Population, female",SP.POP.TOTL.FE.IN,8288086.0,2016
Thailand,THA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1108501402047.85,2016
Thailand,THA,Internet users (per 100 people),IT.NET.USER.P2,47.50496562,2016
Tonga,TON,"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN,5940.0,2016
Trinidad and Tobago,TTO,Theoretical duration of post-secondary non-tertiary education (years),UIS.THDUR.4.A.GPV,2.0,2016
Jamaica,JAM,Official entrance age to primary education (years),SE.PRM.AGES,6.0,2016
Kenya,KEN,"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN,6420510.0,2016
"Korea, Dem. People’s Rep.",PRK,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,69.4828532257569,2016
"Korea, Dem. People’s Rep.",PRK,"Population, ages 15-64, male",SP.POP.1564.MA.IN,8834412.0,2016
Kosovo,XKX,GNI (current US$),NY.GNP.MKTP.CD,6739777777.77778,2016
Madagascar,MDG,GNI (current US$),NY.GNP.MKTP.CD,9593883300.91736,2016
Maldives,MDV,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,17150.0,2016
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,641.595964716703,2016
Guinea-Bissau,GNB,"Population of the official entrance age to primary education, male (number)",UIS.SAP.1.G1.M,25295.0,2016
Haiti,HTI,"Population of compulsory school age, female (number)",UIS.SAP.CE.F,707081.0,2016
Honduras,HND,"Elderly illiterate population, 65+ years, % female",UIS.LPP.AG65,57.79442,2016
Myanmar,MMR,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,50.8,2016
Namibia,NAM,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV,17.0,2016
Bhutan,BTN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8918.04396842567,2016
Bhutan,BTN,Theoretical duration of post-secondary non-tertiary education (years),UIS.THDUR.4.A.GPV,3.0,2016
Bosnia and Herzegovina,BIH,Theoretical duration of primary education (years),SE.PRM.DURS,5.0,2016
Botswana,BWA,"Population of the official age for tertiary education, male (number)",SP.TER.TOTL.MA.IN,110739.0,2016
Brazil,BRA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3080633662940.45,2016
Brazil,BRA,"Population, ages 0-14, female",SP.POP.0014.FE.IN,22499749.0,2016
Brunei Darussalam,BRN,Official entrance age to primary education (years),SE.PRM.AGES,6.0,2016
Samoa,WSM,"Population of the official age for pre-primary education, both sexes (number)",SP.PRE.TOTL.IN,9866.0,2016
Sao Tome and Principe,STP,"Gross intake ratio to Grade 1 of primary education, both sexes (%)",SE.PRM.GINT.ZS,105.080116271973,2016
Saudi Arabia,SAU,Population growth (annual %),SP.POP.GROW,2.25142247448685,2016
Serbia,SRB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,14725.0712649146,2016
Serbia,SRB,GNI (current US$),NY.GNP.MKTP.CD,36140722826.4766,2016
Seychelles,SYC,"Population of the official age for secondary education, male (number)",SP.SEC.TOTL.MA.IN,4588.0,2016
Sri Lanka,LKA,"Population, ages 0-14, male",SP.POP.0014.MA.IN,2594647.0,2016
Nigeria,NGA,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN,2751939.0,2016
Cabo Verde,CPV,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,41.2515010006671,2016
Cabo Verde,CPV,"Population of the official entrance age to primary education, female (number)",UIS.SAP.1.G1.F,5159.0,2016
Cabo Verde,CPV,"Population, ages 0-14, male",SP.POP.0014.MA.IN,83459.0,2016
Canada,CAN,PIRLS: Distribution of Reading Scores: 95th Percentile Score,LO.PIRLS.REA.P95,657.0,2016
Canada,CAN,"Population of the official entrance age to secondary general education, female (number)",UIS.SAP.23.GPV.G1.F,176081.0,2016
Cayman Islands,CYM,Official entrance age to compulsory education (years),UIS.CEAGE.1,5.0,2016
Central African Republic,CAF,"Population, male",SP.POP.TOTL.MA.IN,2266183.0,2016
China,CHN,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN,22623300.0,2016
China,CHN,"Population, total",SP.POP.TOTL,1378665000.0,2016
Djibouti,DJI,"Lower secondary completion rate, female (%)",SE.SEC.CMPT.LO.FE.ZS,40.0558280944824,2016
Djibouti,DJI,Official entrance age to pre-primary education (years),UIS.THAGE.0,4.0,2016
Djibouti,DJI,"Population of the official age for post-secondary non-tertiary education, male (number)",UIS.SAP.4.M,18040.0,2016
Djibouti,DJI,"Population, total",SP.POP.TOTL,942333.0,2016
Dominica,DMA,Duration of compulsory education (years),SE.COM.DURS,12.0,2016
Dominica,DMA,"Population of the official entrance age to secondary general education, male (number)",UIS.SAP.23.GPV.G1.M,479.0,2016
South Asia,SAS,"Population, ages 0-14, male",SP.POP.0014.MA.IN,271084147.0,2016
Afghanistan,AFG,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,60287050233.8599,2016
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,3308.70023298492,2016
Antigua and Barbuda,ATG,"Population of the official age for lower secondary education, male (number)",SP.SEC.LTOT.MA.IN,2315.0,2016
China,CHN,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0,2016
Comoros,COM,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,49433.0,2016
St. Kitts and Nevis,KNA,"Population of the official age for lower secondary education, both sexes (number)",SP.SEC.LTOT.IN,2831.0,2016
Suriname,SUR,SABER: (Education Management Information Systems) Policy Goal 1: Enabling Environment,SABER.EMIS.GOAL1,1.0,2016
Euro area,EMU,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,13068075742106.5,2016
Europe & Central Asia (excluding high income),ECA,GDP at market prices (constant 2005 US$),NY.GDP.MKTP.KD,3768048850759.98,2016
Europe & Central Asia (excluding high income),ECA,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,20.5491570218495,2016
High income,HIC,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,65.994886806473,2016
Latin America & Caribbean,LCN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,9813768357058.64,2016
Lower middle income,LMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6824.3282100212,2016
Lower middle income,LMC,"Population, ages 15-64, male",SP.POP.1564.MA.IN,977519382.0,2016
Lebanon,LBN,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,7143.95909540687,2016
Gabon,GAB,"Population, ages 0-14, total",SP.POP.0014.TO,709997.0,2016
Georgia,GEO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.6379740875782,2016
Georgia,GEO,"Population of the official age for post-secondary non-tertiary education, female (number)",UIS.SAP.4.F,25008.0,2016
Georgia,GEO,"Population of the official age for primary education, male (number)",SP.PRM.TOTL.MA.IN,135369.0,2016
Marshall Islands,MHL,Official entrance age to post-secondary non-tertiary education (years),UIS.THAGE.4.A.GPV,19.0,2016
Mauritania,MRT,"Population of the official entrance age to primary education, female (number)",UIS.SAP.1.G1.F,54568.0,2016
Montenegro,MNE,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,3.8,2016
Montenegro,MNE,Official entrance age to lower secondary education (years),SE.SEC.AGES,11.0,2016
Equatorial Guinea,GNQ,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,12278.1291416571,2016
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,6.19999980926514,2016
Eritrea,ERI,"Population of the official entrance age to primary education, male (number)",UIS.SAP.1.G1.M,80446.0,2016
Vietnam,VNM,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,69.9991377730766,2016
"Yemen, Rep.",YEM,"Population, male (% of total)",SP.POP.TOTL.MA.ZS,50.5242437802005,2016
Tajikistan,TJK,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,11.5,2016
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,1405.3872122875,2016
Timor-Leste,TLS,"Population, male",SP.POP.TOTL.MA.IN,644255.0,2016
Tonga,TON,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,5327.26719960567,2016
Trinidad and Tobago,TTO,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,31830.0,2016
Jamaica,JAM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,8179.62033999721,2016
Kiribati,KIR,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,54.3,2016
Maldives,MDV,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN,10499.0,2016
Guinea-Bissau,GNB,GNI (current US$),NY.GNP.MKTP.CD,1123627030.17337,2016
Guinea-Bissau,GNB,"Population of the official age for pre-primary education, male (number)",SP.PRE.TOTL.MA.IN,78310.0,2016
Myanmar,MMR,"Illiterate population, 25-64 years, both sexes (number)",UIS.ILLPOP.AG25T64,6592948.889,2016
Myanmar,MMR,"Literacy rate, population 25-64 years, male (%)",UIS.LR.AG25T64.M,79.64427,2016
Myanmar,MMR,"Population, ages 15-64, male",SP.POP.1564.MA.IN,17293163.0,2016
Azerbaijan,AZE,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,5.80000019073486,2016
"Bahamas, The",BHS,"Population of compulsory school age, both sexes (number)",UIS.SAP.CE,63547.0,2016
Russian Federation,RUS,"Population of the official age for secondary education, female (number)",SP.SEC.TOTL.FE.IN,4446499.0,2016
Russian Federation,RUS,"Population, female",SP.POP.TOTL.FE.IN,77268128.0,2016
Samoa,WSM,"Population of the official entrance age to secondary general education, male (number)",UIS.SAP.23.GPV.G1.M,2445.0,2016
Sao Tome and Principe,STP,"Population of the official age for pre-primary education, male (number)",SP.PRE.TOTL.MA.IN,8592.0,2016
Sao Tome and Principe,STP,"Population, ages 15-64, female",SP.POP.1564.FE.IN,54183.0,2016
Serbia,SRB,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,99.45279,2016
Sierra Leone,SLE,SABER: (Tertiary Education) Policy Goal 4 Lever 2: Resource allocation,SABER.TER.GOAL4.LVL2,1.0,2017
Sierra Leone,SLE,SABER: (Tertiary Education) Policy Goal 5: Quality Assurance,SABER.TER.GOAL5,1.0,2017
Singapore,SGP,PIRLS: Fourth grade students reaching the low international benchmark in reading achievement (%),LO.PIRLS.REA.LOW,97.0,2016
Sint Maarten (Dutch part),SXM,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3.0,2016
Solomon Islands,SLB,Theoretical duration of primary education (years),SE.PRM.DURS,6.0,2016
South Africa,ZAF,Theoretical duration of pre-primary education (years),UIS.THDUR.0,1.0,2016
South Sudan,SSD,"Population of the official entrance age to secondary general education, both sexes (number)",UIS.SAP.23.GPV.G1,311609.0,2016
Oman,OMN,"Population of the official entrance age to secondary general education, both sexes (number)",UIS.SAP.23.GPV.G1,45486.0,2016
Pakistan,PAK,"Population, total",SP.POP.TOTL,193203476.0,2016
Papua New Guinea,PNG,Official entrance age to pre-primary education (years),UIS.THAGE.0,3.0,2016
Papua New Guinea,PNG,Theoretical duration of secondary education (years),SE.SEC.DURS,6.0,2016
Canada,CAN,"Population of the official entrance age to primary education, female (number)",UIS.SAP.1.G1.F,193187.0,2016
Chad,TCD,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,5884942.0,2016
Channel Islands,CHI,"Population, male (% of total)",SP.POP.TOTL.MA.ZS,49.5879321242768,2016
Djibouti,DJI,"Population of the official age for primary education, both sexes (number)",SP.PRM.TOTL.IN,95246.0,2016
North America,NAC,Internet users (per 100 people),IT.NET.USER.P2,77.5404103808318,2016
Afghanistan,AFG,SABER: (Education Management Information Systems) Policy Goal 1 Lever 5: Budget,SABER.EMIS.GOAL1.LVL5,2.0,2017
Antigua and Barbuda,ATG,"Population of the official age for upper secondary education, male (number)",SP.SEC.UTOT.MA.IN,1597.0,2016
Antigua and Barbuda,ATG,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,52.0081216263061,2016
Puerto Rico,PRI,"Population of the official age for the last grade of primary education, both sexes (number)",SP.PRM.GRAD.TO,48103.0,2016
Comoros,COM,"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN,121007.0,2016
"Congo, Dem. Rep.",COD,GDP at market prices (current US$),NY.GDP.MKTP.CD,31930856401.9163,2016
"Congo, Dem. Rep.",COD,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,84.98951,2016
India,IND,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,4.09999990463257,2016
St. Lucia,LCA,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,2138049426.35536,2016
Tajikistan,TJK,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,99.6194000244141,2016
Tajikistan,TJK,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,718497.0,2016
Tajikistan,TJK,"Population of the official age for secondary education, male (number)",SP.SEC.TOTL.MA.IN,608546.0,2016
East Asia & Pacific,EAS,"Population, ages 15-64, male",SP.POP.1564.MA.IN,819939972.0,2016
Euro area,EMU,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,9.70277341982379,2016
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2271.40444570645,2016
Heavily indebted poor countries (HIPC),HPC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,854.684683071237,2016
Low income,LIC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1665.04058920367,2016
Middle East & North Africa,MEA,"Population, ages 0-14, male",SP.POP.0014.MA.IN,67310140.0,2016
Turkmenistan,TKM,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.7610892775718,2016
Uzbekistan,UZB,"Percentage of graduates from tertiary education graduating from Agriculture programmes, both sexes (%)",SE.TER.GRAD.AG.ZS,4.34120988845825,2016
Uzbekistan,UZB,"Population of the official age for tertiary education, female (number)",SP.TER.TOTL.FE.IN,1432937.0,2016
Liberia,LBR,"Population of the official entrance age to primary education, both sexes (number)",UIS.SAP.1.G1,130069.0,2016
French Polynesia,PYF,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.0485503418938,2016
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,7179.34066115314,2016
Gabon,GAB,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,47.4,2016
Georgia,GEO,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,9276.76624317549,2016
Georgia,GEO,"Population, female",SP.POP.TOTL.FE.IN,1943614.0,2016
Grenada,GRD,"Population of compulsory school age, female (number)",UIS.SAP.CE.F,10798.0,2016
Grenada,GRD,"Population of the official age for the last grade of primary education, both sexes (number)",SP.PRM.GRAD.TO,1760.0,2016
Marshall Islands,MHL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,5380.0,2016
Mauritania,MRT,"SABER: (Engaging the Private Sector, Government funded) Policy Goal 5 Lever 1: Teacher standards",SABER.GRVT.GOAL5.LVL1,4.0,2016
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,3143.74910660682,2016
Montenegro,MNE,Internet users (per 100 people),IT.NET.USER.P2,69.88164684,2016
Fiji,FJI,"Population of the official age for upper secondary education, female (number)",SP.SEC.UTOT.FE.IN,21991.0,2016
West Bank and Gaza,PSE,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV,16.0,2016
Jamaica,JAM,"Population, male",SP.POP.TOTL.MA.IN,1433816.0,2016
"Korea, Dem. People’s Rep.",PRK,"Population, ages 0-14, male",SP.POP.0014.MA.IN,2705137.0,2016
